season,league_name,home_team_api_id,away_team_api_id,result
2010/2011,England Premier League,10252,8668,Home Win
2010/2011,England Premier League,8602,10261,Draw
2010/2011,England Premier League,8655,9825,Away Win
2010/2011,England Premier League,8559,8658,Draw
2010/2011,England Premier League,8483,9879,Draw
2010/2011,England Premier League,8455,10194,Home Win
2010/2011,England Premier League,10260,8559,Home Win
2010/2011,England Premier League,8472,8650,Away Win
2010/2011,England Premier League,8586,8654,Draw
2010/2011,England Premier League,10252,8602,Away Win
2010/2011,England Premier League,8668,9879,Home Win
2010/2011,England Premier League,8655,8483,Draw
2010/2011,England Premier League,8659,9825,Draw
2010/2011,England Premier League,10194,10261,Home Win
2010/2011,England Premier League,8528,8658,Home Win
2010/2011,England Premier League,8455,8456,Home Win
2010/2011,England Premier League,9825,8655,Draw
2010/2011,England Premier League,8654,10260,Away Win
2010/2011,England Premier League,8668,10252,Draw
2010/2011,England Premier League,10261,8602,Home Win
2010/2011,England Premier League,8456,8472,Home Win
2010/2011,England Premier League,9879,8483,Home Win
2010/2011,England Premier League,8658,8559,Home Win
2010/2011,England Premier League,8659,8650,Home Win
2010/2011,England Premier League,10194,8455,Draw
2010/2011,England Premier League,8528,8586,Draw
2010/2011,England Premier League,10260,9879,Home Win
2010/2011,England Premier League,8650,8456,Home Win
2010/2011,England Premier League,8472,8659,Away Win
2010/2011,England Premier League,8586,10194,Home Win
2010/2011,England Premier League,10252,10261,Home Win
2010/2011,England Premier League,8602,8668,Away Win
2010/2011,England Premier League,8655,8658,Draw
2010/2011,England Premier League,8559,8654,Home Win
2010/2011,England Premier League,8483,9825,Away Win
2010/2011,England Premier League,8455,8528,Home Win
2010/2011,England Premier League,8483,8528,Away Win
2010/2011,England Premier League,9825,8650,Draw
2010/2011,England Premier League,8654,10252,Away Win
2010/2011,England Premier League,8668,8655,Home Win
2010/2011,England Premier League,10261,10260,Draw
2010/2011,England Premier League,8456,8586,Home Win
2010/2011,England Premier League,9879,8559,Home Win
2010/2011,England Premier League,8658,8472,Home Win
2010/2011,England Premier League,8659,8455,Away Win
2010/2011,England Premier League,10194,8602,Home Win
2010/2011,England Premier League,10260,8668,Home Win
2010/2011,England Premier League,8650,8658,Home Win
2010/2011,England Premier League,8472,8528,Home Win
2010/2011,England Premier League,8586,8659,Draw
2010/2011,England Premier League,10252,10194,Draw
2010/2011,England Premier League,8602,9879,Draw
2010/2011,England Premier League,8655,8456,Away Win
2010/2011,England Premier League,8559,9825,Home Win
2010/2011,England Premier League,8483,10261,Draw
2010/2011,England Premier League,8455,8654,Home Win
2010/2011,England Premier League,9825,10260,Home Win
2010/2011,England Premier League,8650,10261,Home Win
2010/2011,England Premier League,8472,9879,Away Win
2010/2011,England Premier League,8456,8654,Home Win
2010/2011,England Premier League,8655,8559,Home Win
2010/2011,England Premier League,8658,8602,Draw
2010/2011,England Premier League,8659,10252,Home Win
2010/2011,England Premier League,8483,10194,Draw
2010/2011,England Premier League,8528,8668,Draw
2010/2011,England Premier League,8455,8586,Home Win
2010/2011,England Premier League,10260,8455,Home Win
2010/2011,England Premier League,8586,8483,Draw
2010/2011,England Premier League,8654,8655,Draw
2010/2011,England Premier League,10252,8528,Draw
2010/2011,England Premier League,8668,8456,Home Win
2010/2011,England Premier League,10261,8658,Home Win
2010/2011,England Premier League,8602,8659,Home Win
2010/2011,England Premier League,9879,8650,Away Win
2010/2011,England Premier League,8559,8472,Away Win
2010/2011,England Premier League,10194,9825,Home Win
2010/2011,England Premier League,9825,10252,Away Win
2010/2011,England Premier League,8650,8586,Away Win
2010/2011,England Premier League,8472,8602,Away Win
2010/2011,England Premier League,8456,10194,Home Win
2010/2011,England Premier League,8655,10260,Draw
2010/2011,England Premier League,8658,9879,Away Win
2010/2011,England Premier League,8659,8668,Home Win
2010/2011,England Premier League,8483,8559,Home Win
2010/2011,England Premier League,8528,8654,Home Win
2010/2011,England Premier League,8455,10261,Draw
2010/2011,England Premier League,10260,8483,Home Win
2010/2011,England Premier League,8586,8658,Home Win
2010/2011,England Premier League,8654,8472,Away Win
2010/2011,England Premier League,10252,8650,Home Win
2010/2011,England Premier League,8668,8455,Home Win
2010/2011,England Premier League,10261,8659,Draw
2010/2011,England Premier League,8602,8655,Away Win
2010/2011,England Premier League,9879,9825,Draw
2010/2011,England Premier League,8559,8456,Away Win
2010/2011,England Premier League,10194,8528,Away Win
2010/2011,England Premier League,9825,8559,Home Win
2010/2011,England Premier League,8654,8455,Away Win
2010/2011,England Premier League,8668,10260,Draw
2010/2011,England Premier League,10261,8483,Away Win
2010/2011,England Premier League,8456,8655,Draw
2010/2011,England Premier League,9879,8602,Home Win
2010/2011,England Premier League,8658,8650,Draw
2010/2011,England Premier League,8659,8586,Draw
2010/2011,England Premier League,10194,10252,Home Win
2010/2011,England Premier League,8528,8472,Draw
2010/2011,England Premier League,10260,8650,Home Win
2010/2011,England Premier League,8472,9825,Draw
2010/2011,England Premier League,8586,8602,Home Win
2010/2011,England Premier League,10252,8559,Draw
2010/2011,England Premier League,8668,10261,Away Win
2010/2011,England Premier League,8655,9879,Draw
2010/2011,England Premier League,8659,8658,Home Win
2010/2011,England Premier League,10194,8654,Draw
2010/2011,England Premier League,8528,8456,Away Win
2010/2011,England Premier League,8455,8483,Home Win
2010/2011,England Premier League,9825,8659,Away Win
2010/2011,England Premier League,8650,8472,Draw
2010/2011,England Premier League,8654,8586,Home Win
2010/2011,England Premier League,10261,10194,Away Win
2010/2011,England Premier League,8456,8455,Home Win
2010/2011,England Premier League,8602,10252,Away Win
2010/2011,England Premier League,9879,8668,Draw
2010/2011,England Premier League,8658,8528,Draw
2010/2011,England Premier League,8559,10260,Draw
2010/2011,England Premier League,8483,8655,Away Win
2010/2011,England Premier League,8650,8483,Away Win
2010/2011,England Premier League,8472,10260,Draw
2010/2011,England Premier League,8586,10252,Home Win
2010/2011,England Premier League,8654,9879,Draw
2010/2011,England Premier League,8456,10261,Home Win
2010/2011,England Premier League,8658,8668,Away Win
2010/2011,England Premier League,8659,8559,Draw
2010/2011,England Premier League,10194,8655,Home Win
2010/2011,England Premier League,8528,8602,Home Win
2010/2011,England Premier League,8455,9825,Home Win
2010/2011,England Premier League,10260,8659,Draw
2010/2011,England Premier League,9825,8658,Home Win
2010/2011,England Premier League,10252,8455,Draw
2010/2011,England Premier League,8668,8650,Home Win
2010/2011,England Premier League,10261,8528,Draw
2010/2011,England Premier League,8602,8654,Draw
2010/2011,England Premier League,8655,8472,Draw
2010/2011,England Premier League,9879,8586,Away Win
2010/2011,England Premier League,8559,10194,Home Win
2010/2011,England Premier League,8483,8456,Away Win
2010/2011,England Premier League,8650,8655,Home Win
2010/2011,England Premier League,8472,10252,Home Win
2010/2011,England Premier League,8586,8668,Draw
2010/2011,England Premier League,8654,10261,Away Win
2010/2011,England Premier League,8456,9825,Away Win
2010/2011,England Premier League,8658,8483,Home Win
2010/2011,England Premier League,8659,9879,Home Win
2010/2011,England Premier League,10194,10260,Away Win
2010/2011,England Premier League,8528,8559,Draw
2010/2011,England Premier League,8455,8602,Home Win
2011/2012,England Premier League,8655,8602,Away Win
2011/2012,England Premier League,9879,10252,Draw
2011/2012,England Premier League,8650,8472,Draw
2011/2012,England Premier League,8456,10003,Home Win
2011/2012,England Premier League,10261,9825,Draw
2011/2012,England Premier League,10172,8559,Away Win
2011/2012,England Premier League,10194,8455,Draw
2011/2012,England Premier League,8586,8668,Home Win
2011/2012,England Premier League,8659,10260,Away Win
2011/2012,England Premier League,8528,9850,Draw
2011/2012,England Premier League,8455,9825,Away Win
2011/2012,England Premier League,8668,10260,Away Win
2011/2012,England Premier League,8456,8602,Home Win
2011/2012,England Premier League,9850,8655,Draw
2011/2012,England Premier League,10194,10261,Away Win
2011/2012,England Premier League,8472,10252,Draw
2011/2012,England Premier League,10003,8559,Home Win
2011/2012,England Premier League,8586,10172,Home Win
2011/2012,England Premier League,8659,8650,Away Win
2011/2012,England Premier League,8528,9879,Away Win
2011/2012,England Premier League,9825,8659,Home Win
2011/2012,England Premier League,10252,9850,Home Win
2011/2012,England Premier League,8655,8455,Away Win
2011/2012,England Premier League,8559,10194,Home Win
2011/2012,England Premier League,9879,8586,Away Win
2011/2012,England Premier League,8650,10003,Draw
2011/2012,England Premier League,10260,8472,Home Win
2011/2012,England Premier League,10261,8668,Home Win
2011/2012,England Premier League,10172,8456,Away Win
2011/2012,England Premier League,8602,8528,Home Win
2011/2012,England Premier League,8455,8650,Away Win
2011/2012,England Premier League,8668,8602,Home Win
2011/2012,England Premier League,8456,10261,Home Win
2011/2012,England Premier League,9850,9825,Away Win
2011/2012,England Premier League,10194,10172,Away Win
2011/2012,England Premier League,8472,9879,Draw
2011/2012,England Premier League,10003,10260,Away Win
2011/2012,England Premier League,8586,10252,Home Win
2011/2012,England Premier League,8659,8559,Home Win
2011/2012,England Premier League,8528,8655,Draw
2011/2012,England Premier League,9825,9879,Draw
2011/2012,England Premier League,8559,8668,Away Win
2011/2012,England Premier League,8455,8602,Home Win
2011/2012,England Premier League,8650,8456,Draw
2011/2012,England Premier League,10260,10261,Draw
2011/2012,England Premier League,9850,10172,Home Win
2011/2012,England Premier League,10194,8655,Home Win
2011/2012,England Premier League,8472,8528,Away Win
2011/2012,England Premier League,10003,10252,Draw
2011/2012,England Premier League,8659,8586,Away Win
2011/2012,England Premier League,10252,10260,Away Win
2011/2012,England Premier League,8655,10003,Home Win
2011/2012,England Premier League,8668,10194,Away Win
2011/2012,England Premier League,9879,8650,Home Win
2011/2012,England Premier League,8456,9850,Home Win
2011/2012,England Premier League,10261,8455,Away Win
2011/2012,England Premier League,10172,8659,Draw
2011/2012,England Premier League,8586,8559,Home Win
2011/2012,England Premier League,8528,9825,Away Win
2011/2012,England Premier League,8602,8472,Home Win
2011/2012,England Premier League,9825,8668,Home Win
2011/2012,England Premier League,8559,10252,Away Win
2011/2012,England Premier League,8455,8456,Home Win
2011/2012,England Premier League,8650,10172,Home Win
2011/2012,England Premier League,10260,8602,Home Win
2011/2012,England Premier League,9850,10261,Home Win
2011/2012,England Premier League,10194,8586,Home Win
2011/2012,England Premier League,8472,8655,Home Win
2011/2012,England Premier League,10003,9879,Home Win
2011/2012,England Premier League,8659,8528,Away Win
2011/2012,England Premier League,10252,8650,Away Win
2011/2012,England Premier League,8655,8659,Away Win
2011/2012,England Premier League,8668,9850,Draw
2011/2012,England Premier League,9879,8559,Home Win
2011/2012,England Premier League,8456,9825,Home Win
2011/2012,England Premier League,10261,10003,Draw
2011/2012,England Premier League,10172,10260,Away Win
2011/2012,England Premier League,8586,8472,Home Win
2011/2012,England Premier League,8528,8455,Draw
2011/2012,England Premier League,8602,10194,Away Win
2011/2012,England Premier League,10172,8472,Away Win
2011/2012,England Premier League,8586,8455,Draw
2011/2012,England Premier League,8528,8650,Draw
2011/2012,England Premier League,8602,9850,Draw
2011/2012,England Premier League,10252,9825,Away Win
2011/2012,England Premier League,8655,8559,Away Win
2011/2012,England Premier League,8668,10003,Home Win
2011/2012,England Premier League,9879,10260,Away Win
2011/2012,England Premier League,8456,10194,Home Win
2011/2012,England Premier League,10261,8659,Away Win
2011/2012,England Premier League,9825,8602,Draw
2011/2012,England Premier League,8559,10261,Away Win
2011/2012,England Premier League,8455,9879,Draw
2011/2012,England Premier League,8650,8655,Draw
2011/2012,England Premier League,10260,8528,Home Win
2011/2012,England Premier League,9850,8586,Away Win
2011/2012,England Premier League,10194,10252,Draw
2011/2012,England Premier League,8472,8668,Draw
2011/2012,England Premier League,10003,10172,Draw
2011/2012,England Premier League,8659,8456,Draw
2011/2012,England Premier League,9825,10172,Home Win
2011/2012,England Premier League,8559,8602,Draw
2011/2012,England Premier League,8455,10252,Away Win
2011/2012,England Premier League,8650,10261,Home Win
2011/2012,England Premier League,10260,8655,Away Win
2011/2012,England Premier League,9850,9879,Draw
2011/2012,England Premier League,10194,8528,Draw
2011/2012,England Premier League,8472,8456,Home Win
2011/2012,England Premier League,10003,8586,Draw
2011/2012,England Premier League,8659,8668,Away Win
2011/2012,England Premier League,9825,8650,Away Win
2011/2012,England Premier League,10252,8655,Home Win
2011/2012,England Premier League,8559,8456,Away Win
2011/2012,England Premier League,8455,8659,Home Win
2011/2012,England Premier League,8668,10172,Away Win
2011/2012,England Premier League,10260,8586,Home Win
2011/2012,England Premier League,9850,10194,Draw
2011/2012,England Premier League,8472,10261,Away Win
2011/2012,England Premier League,10003,8528,Draw
2011/2012,England Premier League,8602,9879,Home Win
2011/2012,England Premier League,10252,10003,Away Win
2011/2012,England Premier League,8655,10194,Away Win
2011/2012,England Premier League,8668,8559,Away Win
2011/2012,England Premier League,9879,9825,Home Win
2011/2012,England Premier League,8456,8650,Home Win
2011/2012,England Premier League,10261,10260,Home Win
2011/2012,England Premier League,10172,9850,Away Win
2011/2012,England Premier League,8586,8659,Home Win
2011/2012,England Premier League,8528,8472,Away Win
2011/2012,England Premier League,8602,8455,Away Win
2011/2012,England Premier League,10252,8668,Draw
2011/2012,England Premier League,8655,9879,Home Win
2011/2012,England Premier League,8455,8472,Home Win
2011/2012,England Premier League,8650,10194,Draw
2011/2012,England Premier League,10260,8559,Home Win
2011/2012,England Premier League,10261,10172,Home Win
2011/2012,England Premier League,10003,9825,Home Win
2011/2012,England Premier League,8586,8602,Draw
2011/2012,England Premier League,8659,9850,Away Win
2011/2012,England Premier League,8528,8456,Away Win
2011/2012,England Premier League,9825,10260,Away Win
2011/2012,England Premier League,8559,8650,Home Win
2011/2012,England Premier League,8668,8655,Draw
2011/2012,England Premier League,9879,10261,Home Win
2011/2012,England Premier League,8456,8586,Home Win
2011/2012,England Premier League,9850,8455,Draw
2011/2012,England Premier League,10172,8528,Home Win
2011/2012,England Premier League,10194,8659,Away Win
2011/2012,England Premier League,8472,10003,Home Win
2011/2012,England Premier League,8602,10252,Away Win
2011/2012,England Premier League,8559,9825,Draw
2011/2012,England Premier League,10260,10194,Home Win
2011/2012,England Premier League,8472,9850,Home Win
2011/2012,England Premier League,10003,8455,Draw
2011/2012,England Premier League,8586,8528,Home Win
2011/2012,England Premier League,8602,8650,Away Win
2011/2012,England Premier League,10252,10172,Draw
2011/2012,England Premier League,8655,10261,Away Win
2011/2012,England Premier League,8668,8456,Home Win
2011/2012,England Premier League,9879,8659,Draw
2011/2012,England Premier League,9825,8655,Home Win
2011/2012,England Premier League,8455,10260,Draw
2011/2012,England Premier League,8650,8586,Draw
2011/2012,England Premier League,8456,9879,Home Win
2011/2012,England Premier League,10261,10252,Home Win
2011/2012,England Premier League,9850,8559,Home Win
2011/2012,England Premier League,10172,8602,Away Win
2011/2012,England Premier League,10194,8472,Away Win
2011/2012,England Premier League,8659,10003,Away Win
2011/2012,England Premier League,8528,8668,Draw
2011/2012,England Premier League,10252,8456,Away Win
2011/2012,England Premier League,8655,10172,Home Win
2011/2012,England Premier League,8559,8528,Away Win
2011/2012,England Premier League,8668,8455,Home Win
2011/2012,England Premier League,9879,10194,Home Win
2011/2012,England Premier League,10260,8650,Home Win
2011/2012,England Premier League,8472,9825,Away Win
2011/2012,England Premier League,10003,9850,Away Win
2011/2012,England Premier League,8586,10261,Home Win
2011/2012,England Premier League,8602,8659,Away Win
2011/2012,England Premier League,9825,8586,Home Win
2011/2012,England Premier League,8455,8559,Home Win
2011/2012,England Premier League,8650,8668,Home Win
2011/2012,England Premier League,8456,8655,Home Win
2011/2012,England Premier League,10261,8602,Draw
2011/2012,England Premier League,9850,10260,Away Win
2011/2012,England Premier League,10172,9879,Away Win
2011/2012,England Premier League,10194,10003,Home Win
2011/2012,England Premier League,8659,8472,Home Win
2011/2012,England Premier League,8528,10252,Draw
2011/2012,England Premier League,8655,10252,Draw
2011/2012,England Premier League,9879,8602,Home Win
2011/2012,England Premier League,8650,9825,Away Win
2011/2012,England Premier League,8456,8559,Home Win
2011/2012,England Premier League,10261,8472,Draw
2011/2012,England Premier League,10172,8668,Draw
2011/2012,England Premier League,10194,9850,Home Win
2011/2012,England Premier League,8586,10260,Away Win
2011/2012,England Premier League,8659,8455,Home Win
2011/2012,England Premier League,8528,10003,Away Win
2011/2012,England Premier League,9825,10261,Home Win
2011/2012,England Premier League,10252,9879,Home Win
2011/2012,England Premier League,8559,10172,Home Win
2011/2012,England Premier League,8455,10194,Home Win
2011/2012,England Premier League,8668,8586,Home Win
2011/2012,England Premier League,10260,8659,Home Win
2011/2012,England Premier League,9850,8528,Draw
2011/2012,England Premier League,8472,8650,Home Win
2011/2012,England Premier League,10003,8456,Home Win
2011/2012,England Premier League,8602,8655,Away Win
2011/2012,England Premier League,10252,8559,Away Win
2011/2012,England Premier League,8655,8472,Home Win
2011/2012,England Premier League,8668,9825,Away Win
2011/2012,England Premier League,9879,10003,Away Win
2011/2012,England Premier League,8456,8455,Home Win
2011/2012,England Premier League,10261,9850,Home Win
2011/2012,England Premier League,10172,8650,Home Win
2011/2012,England Premier League,8586,10194,Draw
2011/2012,England Premier League,8528,8659,Draw
2011/2012,England Premier League,8602,10260,Away Win
2011/2012,England Premier League,10252,8602,Draw
2011/2012,England Premier League,8655,8668,Away Win
2011/2012,England Premier League,8455,9850,Home Win
2011/2012,England Premier League,8650,8559,Home Win
2011/2012,England Premier League,10260,9825,Home Win
2011/2012,England Premier League,10261,9879,Home Win
2011/2012,England Premier League,10003,8472,Draw
2011/2012,England Premier League,8586,8456,Away Win
2011/2012,England Premier League,8659,10194,Away Win
2011/2012,England Premier League,8528,10172,Home Win
2011/2012,England Premier League,9825,10252,Home Win
2011/2012,England Premier League,8559,8655,Home Win
2011/2012,England Premier League,8455,8586,Draw
2011/2012,England Premier League,8650,8528,Away Win
2011/2012,England Premier League,10260,9879,Home Win
2011/2012,England Premier League,9850,8602,Home Win
2011/2012,England Premier League,10194,8456,Draw
2011/2012,England Premier League,8472,10172,Home Win
2011/2012,England Premier League,10003,8668,Away Win
2011/2012,England Premier League,8659,10261,Away Win
2011/2012,England Premier League,10252,8455,Away Win
2011/2012,England Premier League,8655,10260,Away Win
2011/2012,England Premier League,8668,8659,Home Win
2011/2012,England Premier League,9879,9850,Home Win
2011/2012,England Premier League,8456,8472,Draw
2011/2012,England Premier League,10261,8650,Home Win
2011/2012,England Premier League,10172,9825,Home Win
2011/2012,England Premier League,8586,10003,Home Win
2011/2012,England Premier League,8528,10194,Home Win
2011/2012,England Premier League,8602,8559,Away Win
2011/2012,England Premier League,9825,8456,Home Win
2011/2012,England Premier League,8559,9879,Away Win
2011/2012,England Premier League,8455,8528,Home Win
2011/2012,England Premier League,8650,10252,Draw
2011/2012,England Premier League,10260,10172,Home Win
2011/2012,England Premier League,9850,8668,Draw
2011/2012,England Premier League,10194,8602,Home Win
2011/2012,England Premier League,8472,8586,Draw
2011/2012,England Premier League,10003,10261,Away Win
2011/2012,England Premier League,8659,8655,Home Win
2011/2012,England Premier League,10252,10194,Draw
2011/2012,England Premier League,8655,8650,Away Win
2011/2012,England Premier League,8668,8472,Home Win
2011/2012,England Premier League,9879,8455,Draw
2011/2012,England Premier League,8456,8659,Home Win
2011/2012,England Premier League,10261,8559,Home Win
2011/2012,England Premier League,10172,10003,Home Win
2011/2012,England Premier League,8586,9850,Away Win
2011/2012,England Premier League,8528,10260,Home Win
2011/2012,England Premier League,8602,9825,Away Win
2011/2012,England Premier League,9825,8528,Away Win
2011/2012,England Premier League,8559,8586,Away Win
2011/2012,England Premier League,8455,10261,Away Win
2011/2012,England Premier League,8650,9879,Away Win
2011/2012,England Premier League,10260,10252,Home Win
2011/2012,England Premier League,9850,8456,Away Win
2011/2012,England Premier League,10194,8668,Draw
2011/2012,England Premier League,8472,8602,Draw
2011/2012,England Premier League,10003,8655,Home Win
2011/2012,England Premier League,8659,10172,Home Win
2011/2012,England Premier League,9825,8455,Draw
2011/2012,England Premier League,10252,8472,Draw
2011/2012,England Premier League,8655,9850,Home Win
2011/2012,England Premier League,8559,10003,Draw
2011/2012,England Premier League,9879,8528,Home Win
2011/2012,England Premier League,8650,8659,Away Win
2011/2012,England Premier League,10260,8668,Draw
2011/2012,England Premier League,10261,10194,Home Win
2011/2012,England Premier League,10172,8586,Home Win
2011/2012,England Premier League,8602,8456,Away Win
2011/2012,England Premier League,8455,10172,Home Win
2011/2012,England Premier League,8668,9879,Home Win
2011/2012,England Premier League,8456,10260,Home Win
2011/2012,England Premier League,9850,8650,Away Win
2011/2012,England Premier League,10194,9825,Draw
2011/2012,England Premier League,8472,8559,Draw
2011/2012,England Premier League,10003,8602,Draw
2011/2012,England Premier League,8586,8655,Home Win
2011/2012,England Premier League,8659,10252,Draw
2011/2012,England Premier League,8528,10261,Home Win
2011/2012,England Premier League,9825,9850,Draw
2011/2012,England Premier League,10252,8586,Draw
2011/2012,England Premier League,8655,8528,Away Win
2011/2012,England Premier League,8559,8659,Draw
2011/2012,England Premier League,9879,8472,Home Win
2011/2012,England Premier League,8650,8455,Home Win
2011/2012,England Premier League,10260,10003,Home Win
2011/2012,England Premier League,10261,8456,Away Win
2011/2012,England Premier League,10172,10194,Home Win
2011/2012,England Premier League,8602,8668,Draw
2011/2012,England Premier League,8455,8655,Home Win
2011/2012,England Premier League,8668,10261,Home Win
2011/2012,England Premier League,8456,10172,Home Win
2011/2012,England Premier League,9850,10252,Home Win
2011/2012,England Premier League,10194,8559,Draw
2011/2012,England Premier League,8472,10260,Away Win
2011/2012,England Premier League,10003,8650,Home Win
2011/2012,England Premier League,8586,9879,Home Win
2011/2012,England Premier League,8659,9825,Away Win
2011/2012,England Premier League,8528,8602,Home Win
2011/2012,England Premier League,9825,10003,Home Win
2011/2012,England Premier League,8559,10260,Away Win
2011/2012,England Premier League,8668,10252,Draw
2011/2012,England Premier League,9879,8655,Draw
2011/2012,England Premier League,8456,8528,Home Win
2011/2012,England Premier League,9850,8659,Away Win
2011/2012,England Premier League,10172,10261,Draw
2011/2012,England Premier League,10194,8650,Home Win
2011/2012,England Premier League,8472,8455,Away Win
2011/2012,England Premier League,8602,8586,Away Win
2011/2012,England Premier League,10252,10261,Draw
2011/2012,England Premier League,8655,9825,Home Win
2011/2012,England Premier League,8559,9850,Away Win
2011/2012,England Premier League,8668,8528,Home Win
2011/2012,England Premier League,9879,8456,Draw
2011/2012,England Premier League,10260,8455,Home Win
2011/2012,England Premier League,8472,10194,Home Win
2011/2012,England Premier League,10003,8659,Home Win
2011/2012,England Premier League,8586,8650,Home Win
2011/2012,England Premier League,8602,10172,Away Win
2011/2012,England Premier League,9825,8559,Home Win
2011/2012,England Premier League,8455,10003,Home Win
2011/2012,England Premier League,8650,8602,Home Win
2011/2012,England Premier League,8456,8668,Home Win
2011/2012,England Premier League,10261,8655,Home Win
2011/2012,England Premier League,9850,8472,Home Win
2011/2012,England Premier League,10172,10252,Draw
2011/2012,England Premier League,10194,10260,Draw
2011/2012,England Premier League,8659,9879,Draw
2011/2012,England Premier League,8528,8586,Away Win
2011/2012,England Premier League,10252,8528,Home Win
2011/2012,England Premier League,8655,8456,Away Win
2011/2012,England Premier League,8559,8455,Away Win
2011/2012,England Premier League,8668,8650,Away Win
2011/2012,England Premier League,9879,10172,Home Win
2011/2012,England Premier League,10260,9850,Home Win
2011/2012,England Premier League,8472,8659,Draw
2011/2012,England Premier League,10003,10194,Home Win
2011/2012,England Premier League,8586,9825,Home Win
2011/2012,England Premier League,8602,10261,Away Win
2011/2012,England Premier League,9825,8472,Home Win
2011/2012,England Premier League,8455,8668,Home Win
2011/2012,England Premier League,8650,10260,Draw
2011/2012,England Premier League,8456,10252,Home Win
2011/2012,England Premier League,10261,8586,Draw
2011/2012,England Premier League,9850,10003,Home Win
2011/2012,England Premier League,10172,8655,Draw
2011/2012,England Premier League,10194,9879,Home Win
2011/2012,England Premier League,8659,8602,Home Win
2011/2012,England Premier League,8528,8559,Away Win
2011/2012,England Premier League,9825,10194,Home Win
2011/2012,England Premier League,10252,8659,Away Win
2011/2012,England Premier League,8655,8586,Away Win
2011/2012,England Premier League,8559,8472,Away Win
2011/2012,England Premier League,9879,8668,Away Win
2011/2012,England Premier League,8650,9850,Draw
2011/2012,England Premier League,10260,8456,Away Win
2011/2012,England Premier League,10261,8528,Home Win
2011/2012,England Premier League,10172,8455,Home Win
2011/2012,England Premier League,8602,10003,Draw
2012/2013,England Premier League,9825,8472,Draw
2012/2013,England Premier League,8668,10260,Home Win
2012/2013,England Premier League,9879,9850,Home Win
2012/2013,England Premier League,8456,8466,Home Win
2012/2013,England Premier League,10261,8586,Home Win
2012/2013,England Premier League,10172,10003,Away Win
2012/2013,England Premier League,9798,10194,Draw
2012/2013,England Premier League,8659,8650,Home Win
2012/2013,England Premier League,8654,10252,Home Win
2012/2013,England Premier League,8528,8455,Away Win
2012/2013,England Premier League,9879,8668,Draw
2012/2013,England Premier League,8650,10261,Draw
2012/2013,England Premier League,10260,9825,Home Win
2012/2013,England Premier League,9850,10194,Home Win
2012/2013,England Premier League,10172,9798,Draw
2012/2013,England Premier League,8472,10252,Away Win
2012/2013,England Premier League,10003,8455,Draw
2012/2013,England Premier League,8586,8528,Away Win
2012/2013,England Premier League,8659,8466,Home Win
2012/2013,England Premier League,8654,8456,Draw
2012/2013,England Premier League,9825,9879,Draw
2012/2013,England Premier League,10252,10260,Away Win
2012/2013,England Premier League,8455,8650,Draw
2012/2013,England Premier League,8668,8472,Home Win
2012/2013,England Premier League,8456,8586,Home Win
2012/2013,England Premier League,10261,8654,Away Win
2012/2013,England Premier League,9798,9850,Draw
2012/2013,England Premier League,8466,10003,Draw
2012/2013,England Premier League,10194,10172,Home Win
2012/2013,England Premier League,8528,8659,Away Win
2012/2013,England Premier League,9825,8586,Home Win
2012/2013,England Premier League,9879,8472,Away Win
2012/2013,England Premier League,8650,8528,Home Win
2012/2013,England Premier League,8456,10252,Home Win
2012/2013,England Premier League,10261,10003,Away Win
2012/2013,England Premier League,9850,10260,Home Win
2012/2013,England Premier League,10172,8466,Away Win
2012/2013,England Premier League,9798,8668,Home Win
2012/2013,England Premier League,8659,8455,Home Win
2012/2013,England Premier League,8654,10194,Draw
2012/2013,England Premier League,10252,9825,Draw
2012/2013,England Premier League,8455,8456,Draw
2012/2013,England Premier League,8668,9850,Draw
2012/2013,England Premier League,10260,10172,Home Win
2012/2013,England Premier League,8466,10261,Home Win
2012/2013,England Premier League,10194,9879,Home Win
2012/2013,England Premier League,8472,8659,Away Win
2012/2013,England Premier League,10003,8650,Draw
2012/2013,England Premier League,8586,8654,Home Win
2012/2013,England Premier League,8528,9798,Home Win
2012/2013,England Premier League,10252,9798,Home Win
2012/2013,England Premier League,10260,8654,Home Win
2012/2013,England Premier League,8466,9850,Draw
2012/2013,England Premier League,10194,10261,Home Win
2012/2013,England Premier League,8472,10172,Draw
2012/2013,England Premier League,10003,8659,Home Win
2012/2013,England Premier League,8586,8650,Home Win
2012/2013,England Premier League,8528,8456,Away Win
2012/2013,England Premier League,8455,9879,Draw
2012/2013,England Premier League,8668,9825,Draw
2012/2013,England Premier League,9825,10003,Away Win
2012/2013,England Premier League,9879,8586,Away Win
2012/2013,England Premier League,8650,8466,Home Win
2012/2013,England Premier League,8456,8668,Draw
2012/2013,England Premier League,10261,8528,Home Win
2012/2013,England Premier League,9850,8472,Home Win
2012/2013,England Premier League,10172,10252,Draw
2012/2013,England Premier League,9798,10260,Away Win
2012/2013,England Premier League,8659,10194,Away Win
2012/2013,England Premier League,8654,8455,Home Win
2012/2013,England Premier League,9825,8659,Home Win
2012/2013,England Premier League,10252,10194,Draw
2012/2013,England Premier League,8668,8586,Home Win
2012/2013,England Premier League,9879,10261,Home Win
2012/2013,England Premier League,8456,10260,Away Win
2012/2013,England Premier League,8466,9798,Home Win
2012/2013,England Premier League,8472,8455,Away Win
2012/2013,England Premier League,10003,9850,Away Win
